pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
150,v,24,1,97,1,,,,,335.62608419999924,336.6271321999993,336.6271321999993,336.6271321999993,336.6271321999993,336.6271321999993,337.62717840000005,337.62717840000005,v,1,0.7151250999995682,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,24,2,98,2,,,,,338.3598538999995,339.3602355999992,339.3602355999992,339.3602355999992,339.3602355999992,339.3602355999992,340.35994240000036,340.35994240000036,c,1,0.796893299999283,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,24,3,99,3,,,,,341.17645640000046,342.17682550000063,342.17682550000063,342.17682550000063,342.17682550000063,342.17682550000063,343.1765981000008,343.1765981000008,z,1,0.7490355000009004,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,25,0,100,0,,,,,343.9432818999994,344.94370849999905,344.94370849999905,344.94370849999905,344.94370849999905,344.94370849999905,345.9435773999994,345.9435773999994,x,1,0.6063943000008294,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,25,1,101,1,,,,,346.57658359999914,347.57670230000076,347.57670230000076,347.57670230000076,347.57670230000076,347.57670230000076,348.57596059999923,348.57596059999923,v,1,0.6719236000008095,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,25,2,102,2,,,,,349.2767736000005,350.2767557999996,350.2767557999996,350.2767557999996,350.2767557999996,350.2767557999996,351.27650879999965,351.27650879999965,c,1,1.9971408000001247,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,25,3,103,3,,,,,353.2938861999992,354.29345359999934,354.29345359999934,354.29345359999934,354.29345359999934,354.29345359999934,355.2944926,355.2944926,z,1,0.5025222999993275,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,26,0,104,0,,,,,355.8271514999997,356.82777279999937,356.82777279999937,356.82777279999937,356.82777279999937,356.82777279999937,357.82724810000036,357.82724810000036,x,1,0.5039301000015257,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,26,1,105,1,,,,,358.35973399999966,359.3601011999999,359.3601011999999,359.3601011999999,359.3601011999999,359.3601011999999,360.36077509999996,360.36077509999996,v,1,0.6585047999997187,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,26,2,106,2,,,,,361.0432772000004,362.04317210000045,362.04317210000045,362.04317210000045,362.04317210000045,362.04317210000045,363.0423728000005,363.0423728000005,c,1,0.9534523999991507,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,26,3,107,3,,,,,364.02612170000066,365.01280530000076,365.01280530000076,365.01280530000076,365.01280530000076,365.02609049999955,366.0264647999993,366.0264647999993,z,1,0.5908648999993602,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,27,0,108,0,,,,,366.642975499999,367.64312380000047,367.64312380000047,367.64312380000047,367.64312380000047,367.64312380000047,368.64400790000036,368.64400790000036,x,1,0.7807686000014655,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,27,1,109,1,,,,,369.44393019999916,370.44400399999904,370.44400399999904,370.44400399999904,370.44400399999904,370.44400399999904,371.44351280000046,371.44351280000046,v,1,1.0575909000017418,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,27,2,110,2,,,,,372.52647570000045,373.5264600999999,373.5264600999999,373.5264600999999,373.5264600999999,373.5264600999999,374.5262674000005,374.5262674000005,c,1,0.7063825000004726,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,27,3,111,3,,,,,375.2591823999992,376.24379129999943,376.24379129999943,376.24379129999943,376.24379129999943,376.2605621999992,377.2590717000003,377.2590717000003,z,1,0.6820532000001549,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,28,0,112,0,,,,,377.9594849999994,378.9596901999994,378.9596901999994,378.9596901999994,378.9596901999994,378.9596901999994,379.9592188000006,379.9592188000006,x,1,0.634121299999606,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,28,1,113,1,,,,,380.62581239999963,381.62614699999904,381.62614699999904,381.62614699999904,381.62614699999904,381.62614699999904,382.6255125000007,382.6255125000007,v,1,0.9947209000001749,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,28,2,114,2,,,,,383.6424690999993,384.64255129999947,384.64255129999947,384.64255129999947,384.64255129999947,384.64255129999947,385.6421922999998,385.6421922999998,c,1,6.850284200001624,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,28,3,115,3,,,,,392.50873649999994,393.50964659999954,393.50964659999954,393.50964659999954,393.50964659999954,393.50964659999954,394.50933239999904,394.50933239999904,z,1,0.657326099999409,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,29,0,116,0,,,,,395.19245039999987,396.1925613000003,396.1925613000003,396.1925613000003,396.1925613000003,396.1925613000003,397.19171760000063,397.19171760000063,x,1,0.6612667000008514,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,29,1,117,1,,,,,397.87516700000015,398.8759367999992,398.8759367999992,398.8759367999992,398.8759367999992,398.8759367999992,399.87549469999976,399.87549469999976,v,1,0.7020604999997886,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,29,2,118,2,,,,,400.6087210000005,401.61516219999976,401.61516219999976,401.61516219999976,401.61516219999976,401.61516219999976,402.6087136999995,402.6087136999995,c,1,0.6437029000007897,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,29,3,119,3,,,,,403.27501400000074,404.2757973000007,404.2757973000007,404.2757973000007,404.2757973000007,404.2757973000007,405.2752056999998,405.2752056999998,z,1,0.5899531000013667,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,30,0,120,0,,,,,405.89241050000055,406.89228879999973,406.89228879999973,406.89228879999973,406.89228879999973,406.89228879999973,407.8928080000005,407.8928080000005,x,1,0.6024431999994704,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,30,1,121,1,,,,,408.52536560000044,409.52565219999997,409.52565219999997,409.52565219999997,409.52565219999997,409.52565219999997,410.5277052000001,410.5277052000001,v,1,0.711516200000915,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,30,2,122,2,,,,,411.2586678000007,412.25902060000044,412.25902060000044,412.25902060000044,412.25902060000044,412.25902060000044,413.25900849999925,413.25900849999925,c,1,0.7062365999991016,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,30,3,123,3,,,,,413.99164369999926,414.9929976000003,414.9929976000003,414.9929976000003,414.9929976000003,414.9929976000003,415.9917530999992,415.9917530999992,z,1,0.7642897000005178,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,31,0,124,0,,,,,416.77572730000065,417.7755247999994,417.7755247999994,417.7755247999994,417.7755247999994,417.7755247999994,418.7753283000002,418.7753283000002,x,1,0.6230352999991737,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,31,1,125,1,,,,,419.42508610000004,420.42528479999964,420.42528479999964,420.42528479999964,420.42528479999964,420.42528479999964,421.4249662000002,421.4249662000002,v,1,0.8710740000005899,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,31,2,126,2,,,,,422.32515109999986,423.3254713999995,423.3254713999995,423.3254713999995,423.3254713999995,423.3254713999995,424.3256149000008,424.3256149000008,c,1,0.6156095000005735,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,31,3,127,3,,,,,424.95889290000014,425.9586760000002,425.9586760000002,425.9586760000002,425.9586760000002,425.9586760000002,426.9589128000007,426.9589128000007,z,1,0.6206342000004952,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,32,0,128,0,,,,,427.60832870000013,428.6084833999994,428.6084833999994,428.6084833999994,428.6084833999994,428.6084833999994,429.6081854999993,429.6081854999993,x,1,2.085681599999589,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,32,1,129,1,,,,,431.7247557999999,432.72513660000004,432.72513660000004,432.72513660000004,432.72513660000004,432.72513660000004,433.72522279999976,433.72522279999976,v,1,0.9459655999999086,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,32,2,130,2,,,,,434.69117200000073,435.69210869999915,435.69210869999915,435.69210869999915,435.69210869999915,435.69210869999915,436.69149760000073,436.69149760000073,c,1,0.7370769999997719,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,32,3,131,3,,,,,437.45780150000064,438.4586729999992,438.4586729999992,438.4586729999992,438.4586729999992,438.4586729999992,439.45833350000066,439.45833350000066,z,1,0.615498100001787,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
